g1.t2	837.277777777778	475.611111111111	0.243956179097583	A	male-biased
g10.t2	3026.31888888889	747.674833333333	0.0575261684516647	A	male-biased
g100.t2	3644.83333333333	7447.75	0.806777051703855	A	female-biased
g1000.t2	360.055555555556	298.388888888889	0.40715925231375	A	unbiased
g10000.t2	10.6431038888889	6.06123	0.244900259986892	A	male-biased
g10001.t2	0.132352944444444	701.540166666667	0.999999964407203	A	female-biased
g10002.t2	517.722222222222	448.890222222222	0.429149755510267	A	unbiased
g10003.t2	43.6048722222222	781.166666666667	0.996893784957406	A	female-biased
g10004.t2	41.3333333333333	279.277777777778	0.978565275720335	A	female-biased
g10005.t3	119.996088888889	475.555555555556	0.940141622171279	A	female-biased
g10006.t2	216.118166666667	361.777777777778	0.736995306852432	A	female-biased
g10007.t2	11402.3888888889	9934.81666666667	0.431543880590764	A	unbiased
g10008.t5	2288.05555555556	1299.24166666667	0.243821107671482	A	male-biased
g10009.t2	659.888888888889	547.388888888889	0.407617345926608	A	unbiased
g1001.t1	284.939555555556	375.166666666667	0.634178882401775	A	unbiased
g10010.t2	901.388888888889	1809.88888888889	0.801256791538526	A	female-biased
g10011.t2	0.132352944444444	1741.22222222222	0.999999994222249	A	female-biased
g10012.t2	1643.94944444444	3973.55555555556	0.853849683986592	A	female-biased
g10013.t2	1823.11111111111	1365.28488888889	0.359309434023362	A	unbiased
g10014.t2	2104.27777777778	2606.66666666667	0.605443742251841	A	unbiased
g10015.t2	1480.83333333333	1960.66666666667	0.636766955642623	A	unbiased
g10016.t1	4.86532611111111	1.72826794444444	0.112044247489169	A	male-biased
g10017.t2	239.777777777778	83.2611611111111	0.107603173808289	A	male-biased
g10018.t2	1478.77777777778	2943.38888888889	0.79845909247697	A	female-biased
g10019.t3	12.4018611111111	2.95888811111111	0.0538567631497776	A	male-biased
g1002.t2	320.777777777778	500.5	0.708831972763384	A	female-biased
g10020.t3	538.444444444444	127.504777777778	0.0530977669910171	A	male-biased
g10021.t1	68.4084333333333	45.4474111111111	0.306213754501739	A	unbiased
g10022.t2	289.271888888889	125.494555555556	0.1583962724522	A	male-biased
g10023.t2	1177.60216666667	1099.05555555556	0.465540174604804	A	unbiased
g10024.t2	492.333333333333	107.170133333333	0.0452400676723176	A	male-biased
g10025.t2	394.666666666667	593.055555555556	0.693066130796586	A	unbiased
g10026.t2	4206.61111111111	1444	0.105412580212376	A	male-biased
g10027.t2	2234.55555555556	479.944444444445	0.0440974275150841	A	male-biased
g10028.t2	287.990055555556	410.273833333333	0.669914359572666	A	unbiased
g10029.t2	3.27777777777778	5009.58777777778	0.999999571890519	A	female-biased
g10030.t2	5.88888888888889	0.259259277777778	0.00193446533700983	A	male-biased
g10031.t2	121.277777777778	6.86407777777778	0.00319310327160273	A	male-biased
g10032.t2	3.607705	5.5000025	0.699171014901023	A	unbiased
g10033.t1	0.132352944444444	192.355388888889	0.999999526567254	A	female-biased
g10034.t1	0	95.5931388888889	1	A	female-biased
g10036.t2	84.72215	20.6782388888889	0.0562215990747118	A	male-biased
g10039.t2	77.6851833333333	15.2218944444444	0.0369742129760466	A	male-biased
g1004.t2	535.446944444445	4.39091055555556	6.72430010140904e-05	A	male-biased
g10040.t2	4.61111111111111	6.83333333333333	0.687119629394132	A	unbiased
g10042.t2	1087.66666666667	422.618722222222	0.131171605154781	A	male-biased
g10043.t2	337.765111111111	124.632588888889	0.11983841752515	A	male-biased
g10044.t2	365.722222222222	208.777777777778	0.245787403987365	A	male-biased
g10045.t2	1480.38888888889	3295.5	0.832089117620204	A	female-biased
g10046.t2	12828.4222222222	6505.57666666667	0.204564428243905	A	male-biased
g10047.t2	659.722222222222	2030.61111111111	0.904525076034541	A	female-biased
g10048.t2	390.888888888889	417.944444444444	0.533412713803121	A	unbiased
g10049.t1	2577.5	1255.505	0.191767802895542	A	male-biased
g10050.t3	0.941038333333333	1574.94444444444	0.999999642987027	A	female-biased
g10052.t2	5.42641666666667	2.91666666666667	0.224144530893692	A	male-biased
g10053.t2	615.333333333333	75.3888888888889	0.0147884714187709	A	male-biased
g10054.t2	10.0413483333333	3.82585944444444	0.12676646026713	A	male-biased
g10055.t2	544.556944444444	276.128111111111	0.204530535639237	A	male-biased
g10056.t2	271.185055555556	2077.49055555556	0.983246111269467	A	female-biased
g10057.t2	25.0123888888889	763.166666666667	0.998926986207628	A	female-biased
g10058.t2	176.612555555556	151.499277777778	0.42390699187447	A	unbiased
g10059.t2	323.611111111111	350.249333333333	0.539469092340237	A	unbiased
g10060.t2	483.973277777778	157.217166666667	0.0954527454359538	A	male-biased
g10061.t2	222.611111111111	295.134666666667	0.637380051587804	A	unbiased
g10062.t2	639.333333333333	199	0.0883264566496321	A	male-biased
g10063.t1	1316.91294444444	980.666666666667	0.356720678455636	A	unbiased
g10064.t4	1325.55555555556	3442.88888888889	0.870902096311601	A	female-biased
g10065.t2	2740.83333333333	3653.44888888889	0.639874440698321	A	unbiased
g10066.t2	235.944444444444	160.835555555556	0.317252340785475	A	unbiased
g10067.t2	765.543888888889	381.625	0.199041435871277	A	male-biased
g10068.t2	59.5318555555556	365.166666666667	0.974110433456295	A	female-biased
g10069.t2	24.5554	127.625166666667	0.964302747928809	A	female-biased
g1007.t2	535.446944444445	4.39091055555556	6.72430010140904e-05	A	male-biased
g10070.t2	1220.69444444444	4414.27777777778	0.928961720069645	A	female-biased
g10071.t1	298.107611111111	360.222222222222	0.593519276348704	A	unbiased
g10072.t1	26.1048833333333	159.221611111111	0.973823021149604	A	female-biased
